,review_id,preview,review,rating,label
29994,5718,There was no characterization in this movie and really shows how much this talentless hack who direc,There was no characterization in this movie and really shows how much this talentless hack who directed this needs to learn his craft. All his characters in this movie were so unlikable and I could care less. The best point in this movie was the end credits and the hour long shower after this cause I felt so damn dirty that I wasted money on this stinking load. Hey genius....triads and yakuza are from two different places learn something about Asian culture. The dog scene in this felt so tacked on and useless. This DVD does prove useful I do love my new coaster.<br /><br />So kids don't waste your cash on this crap buy Hostel instead.,1,neg
17785,3611,'Captain Corelli's Mandolin' is a fantastic film in itself. It is nothing like the book  which may d,"'Captain Corelli's Mandolin' is a fantastic film in itself. It is nothing like the book, which may disapoint its ardent followers. Yet, viewed on it's own, the film is a masterpiece. The views are spectacular and the acting isn't too bad either!! Nicolas Cage was brilliant-so different from his usual action hero type characters. Penelope cruz is superb and really holds the film together. I think that this film has to be judged as an indivdual project-not related to the book. Louis de Bernieres gave up rights to the film script, so the film is an interpretation of the director, john maddon. Go and see this film with an open mind-you'll love it; because underneath is the touching story of love and war.",9,pos
2239,6043,OK we have 4 city electricians who find a mini nuke reactor  turn it in and fall into a parallel uni,"OK we have 4 city electricians who find a mini nuke reactor, turn it in and fall into a parallel universe inhabited by a Giant spider queen also from a parallel universe, who managed to slip through with a few of her kin to take over the earth, but alas she is the only one left? If so why did not the rest of humanity join up and hunt her down. Also what happened to the military, no way a few billion plus round of ammo could have been used up and why hide out in a basement when a lot more defensible places had to available. Also not a dig on city workers, but how is it they knew what a mini nuke reactor looked like and how if they did not have one in the parallel universe, could they reopen the rift? Sorry but there was nothing likable about the movie",3,neg
8435,868,Lame B-horror that takes itself too damn seriously considering its subject matter concerns an aging ,"Lame B-horror that takes itself too damn seriously considering its subject matter concerns an aging old dear who has been turned into a creature of the night by a lodger who has come to rent a room from her. When said lodger is killed off, Mom has to go out to feed on her own and that causes some family strain and also garners some attention from the authorities.<br /><br />My main complaint is that this film should have brought THE FUNNY. It failed to do so although it did have some mild gore and schlocky creature makeup effects to keep the B-movie crowd happy. I've seen worse but I wouldn't give this one a rec--4.5/10.",4,neg
30085,11702,"No  I haven't read the Stephen King novel ""Thinner "" but I choked down the film version. Horror movi","No, I haven't read the Stephen King novel ""Thinner,"" but I choked down the film version. Horror movies are an acquired taste. Regular movies give an audience a hero to applaud as he strives to achieve a goal. In horror movies, audiences are invited to savor the demise of characters. In director Tom Holland's low-fat but tasteless revenge chiller ""Thinner,"" nobody wins and everybody deserves the bite that is put on them. Gluttonous New England attorney Billy Halleck (Robert John Burke of ""Robocop 3"") has a weight problem. Although he rocks the bathroom scales at 300 pounds, he appears happily married to a trim, delectable wife, Heidi (Lucinda Jenney of ""G.I. Jane"") with a yeasty teenage daughter.<br /><br />Fat doesn't mean stupid here. Halleck displays his sagacity in court when he wins an acquittal verdict for sleazy Mafia chieftain Richie Ginelli (Joe Mantegna of ""House of Games""). Driving home from a victory feast, Billy hits an old gypsy woman crossing the street and kills her. A cover-up occurs, and Halleck's friends get him out of the soup. The disgruntled gypsy father Taduz Lemke (Michael Constantine of ""Skidoo"") retaliates with a curse on the corpulent lawyer and the two town officials that exonerated him. Suddenly, Halleck finds himself shedding pounds no matter how much chow he chomps. When he begs the vengeful Gypsy to lift the curse, the old man refuses. Desperately, Halleck resorts to Richie. While Halleck struggles with the gypsies to remove the hex, he learns that his loyal wife has turned his attentions to the town's hotshot doctor.<br /><br />""Thinner"" qualifies as not only laughably inept horror flick, but the filmmakers also rely on stereotypes of men and women. Tom Holland, who directed ""Child's Play"" (1988), and scenarist Michael McDowell, have served up such a slipshod script that you cannot relish watching Billy get his just dessert and shrivel up. ""Thinner"" boasts few shocks and fewer surprises. The filmmakers may have regurgitated King's novel, but they have filleted whatever sense of horror and humor it contained. Holland and McDowell introduce characters, such as the Mafioso, then inexplicably let them off the hook. One minor character shows up long enough to die and have a chicken's head stuffed in his mouth.<br /><br />The stereotypical behavior of the characters may offend audiences, too. ""Thinner"" depicts women as oversexed vixens and men as swine. When Halleck sneaks home from a clinic, he finds his doctor's sports car parked at his house. His suspicions ripen into jealousy and he cooks up a scheme to get the curse transferred to this wife. Even the premature ending lacks any satirical flavor. Oscar-winning special effects wizard Greg Cannom of ""Van Helsing"" and make-up artist Bob Laden do a fabulous job beefing up actor Robert John Burke to look obese. They succeed, too, in making him shrivel.<br /><br />Only die-hard Stephen King fans will be able to stomach this misogynistic gooledyspook.",4,neg
16020,8978,Charlie's Wilson's War demonstrates with deft veracity just how futile wars can be  especially to th,"Charlie's Wilson's War demonstrates with deft veracity just how futile wars can be, especially to the very people who spend countless hours and finances to fund them. Virtuoso performances and remarkably memorable characters teamed with a riotously sarcastic script catapult the film, helmed by the continuously unpredictable Mike Nichols, to the top of the year's best. Politics has never been so much fun.<br /><br />Charlie Wilson (Tom Hanks) is a Texas congressman who is credited with almost single-handedly winning the Cold War. Hanging around plenty of drugs, women and scotch, he also takes an unexpected interest in the events in Afghanistan and the terrors of the Soviet Union in the 1980s. Enlisting the help of Gust Avrakotos (Philip Seymour Hoffman) a renegade CIA covert mission expert and Joanne (Julia Roberts), a wealthy socialite, he raises money to provide Afghanistan with the rocket launchers and antitank weaponry they need to cause serious damage to Russian military. Eventually by the end of the 80s the Cold War would come to an end, and the funds would immediately be cut, thereby removing all help for the fledgling country to rebuild and recoup.<br /><br />The acting is exquisite, although it's to be expected from the more than accomplished cast. A large part of that however, should be attributed to the script, which allows each character to be undeniably well-developed and memorable. And a hearty helping of that credit goes to the novel of the same name, which is hilariously honest. Tom Hanks delivers yet another unequaled performance as Charlie Wilson, the man who did so much for so many and yet still remains relatively unknown. Philip Seymour Hoffman plays Gust, a character that is vividly boffo in both his physicality and his wry cynicism; the inimitable Hoffman once again shows superb range in the characters he portrays. Julia Roberts is perhaps the only weak link of the film, with her generic snobbish character and not-subtle-enough accent. And then there's Wilson's ""jailbait"" squad of young secretaries that scamper about to keep him happy. Led by the always delightful Amy Adams, each supporting role has its mirthful moments.<br /><br />Defeating the Soviet Union was not an easy task, especially considering the many conflicting goals between the various political leaders. ""Why is Congress saying one thing and doing nothing?"" queries a disgruntled politician. ""Tradition mostly"", returns Wilson. Everyone appears to want the Cold War to end, yet a blind eye is being turned to the atrocities taking place in Afghanistan. It takes a trip to the war-torn refugee camps in Pakistan to motivate Wilson, as well as with his main financial source Doc Long (Ned Beatty). Wilson uses strategic ties with committees to raise funding of weaponry in Afghanistan from $5 million to $10 million with a simple command, but the president of Pakistan scoffs at the idea of winning a war for such a trivial amount. By the end of the Wilson campaign, $1 billion is sent to the Mujahedin to shoot down Russian helicopters - the first step toward victory, as Wilson predicted. Beyond the scope of the film, the unresolved turmoil in Afghanistan led to further, less ignorable problems, which Wilson presumably foresaw.<br /><br />During the course of Charlie Wilson's War, the main characters travel from the United States to Pakistan to Afghanistan to Jerusalem to Egypt, but wherever they go, sarcasm always follows. There's a surprising amount of comedy in the film, considering the political undertones are generally serious. Hoffman provides jokes with almost every exchange of dialogue, as does Hanks, with his naturally witty woman-chasing ideals. A scene early on featuring Gust being continually ushered in out of Wilson's office as he tries to straighten out a legal issue with his posse of gorgeous gals (""you can teach 'em to type, but you can't teach 'em to grow tits"") reminds me of a slapstick routine from the Marx Brothers.<br /><br />With the press focusing on the drug allegations against Wilson, instead of the important issues of the Cold War, and the conflicting desire of officials to budget their help, it's clear that by the end of the film, the politicians are still oblivious to what's really necessary. And since the screenplay is so quick-witted and astute, some audience members may not be able to keep up with all of the dialogue-intensive events. But, as demonstrated by the politicians who are ignorant as to the difference between Pakistan and Afghanistan, it's essentially another argument to support Charlie Wilson's point.<br /><br />- Mike Massie",10,pos
23272,10282,I think the film makes a subtile reference to rouge of Kieslowski  as the whole atmosphere gives me ,"I think the film makes a subtile reference to rouge of Kieslowski, as the whole atmosphere gives me a feeling of red. It seems to be that a lot of the backgrounds contain red, think of the tea-room f.e. I also think this is one of the greatest movies of the last years.",10,pos
5274,3895,I will admit I didn't pay full attention to everything going on in this film  but to be honest  I do,"I will admit I didn't pay full attention to everything going on in this film, but to be honest, I don't think it would have mattered. Basically local councillor Sidney Fiddler (Sid James) persuades the incompetent Mayor Frederick Bumble (Kenneth Connor) of Firecombe to hold a beauty contest, to improve the town's image. They face opposition from women's liberationist Augusta Prodworthy (June Whitfield) trying to sabotage the contest, but they do have publicity agent Peter Potter (Bernard Bresslaw) and Palace Hotel owner Connie Philpotts (Joan Sims). Soon enough the young, beautiful wannabe models show up, including Hope Springs (Barbara Windsor), Paula Perkins (Valerie Leon), Dawn Brakes (Goldfinger's Margaret Nolan), Debra (Sally Geeson) and Ida Downs (EastEnders' Wendy Richard). When the girls have cat fights, it does draw away regular residents, but after quite a while of some plodding not that funny innuendos and William (Jack Douglas) having over-active twitches, it does finally reach the competition, and it's just afterwards I couldn't be bothered. Also starring Patsy Rowlands as Mildred Bumble, Peter Butterworth as Admiral, Joan Hickson as Mrs. Dukes, David Lodge as Police inspector, Angela Grant as Miss Bangor, Arnold Ridley as Councillor Pratt, Robin Askwith as Larry, Patricia Franklin as Rosemary, Jimmy Logan as Cecil Gaybody and Dad's Army's Bill Pertwee as Fire brigade chief, Charles Hawtrey had obviously quit the Carry Ons, but where's Kenneth Williams? I suppose seeing Babs and young, beautiful looking Pauline Fowler in bikinis, but for comedy value, this fails miserably, and the overuse of the swanny whistle just gets on your nerves. Pretty poor!",2,neg
27433,8420,Despite the excellent cast  this is an unremarkable film  especially from the aviation perspective. ,"Despite the excellent cast, this is an unremarkable film, especially from the aviation perspective. It may be somewhat better than the egregious ""von Richthofen and Brown"" but not by much. ""Blue Max"" remains the best of a small market over the last 35 years while ""Darling Lilli"" is fun if not taken seriously. It's interesting to speculate what ILM could do with Zeppelins and Gothas in a new, high-quality WW I aero film.",3,neg
48452,7032,My school's drama club will be putting this show in the spring of 2002  and I can only hope we're as,"My school's drama club will be putting this show in the spring of 2002, and I can only hope we're as good as this! I watched this film recently as sort of ""research"" for my role (Rosie Alvarez), and I'd just like to say, Vanessa Williams is the coolest!<br /><br />Wow! The casting for this movie was right-on (with one exception). Jason Alexander, oh my gawd, is there anything he can't do? He was the most wonderful Albert Peterson ever - I especially loved all of his funny facial expressions and dancing during ""Put on a Happy Face!"" He is so great! Vanessa Williams, as I said before, is the coolest. She was a beautiful Rosie, and her transition from secretary to seductress was totally believable. Tyne Daly was hilarious as Albert's obnoxious mother and George Wendt was superb as the annoyed Mr. McAfee (however I LOVED Paul Lynde's performance in the 1963 version!). Brigitta Dau cracked me up as Ursula Merkle; she really hammed it up! And Marc Kudisch was an awesome Conrad Birdie...""Suffer!""<br /><br />There was only one casting that I didn't understand, and, as you'll see from previous comments, many other people didn't understand. Chynna Phillips as Kim McAfee - what was that? I mean she's really pretty and very talented, but...she looks a bit too old for the role. Eh, maybe I'm delusional.<br /><br />Okay well anyways, I highly recommend this movie. It'll leave you smiling!<br /><br />",10,pos
33169,10007,This film is mediocre at best. Angie Harmon is as funny as a bag of hammers. Her bitchy demeanor fro,"This film is mediocre at best. Angie Harmon is as funny as a bag of hammers. Her bitchy demeanor from ""Law and Order"" carries over in a failed attempt at comedy. Charlie Sheen is the only one to come out unscathed in this horrible anti-comedy. The only positive thing to come out of this mess is Charlie and Denise's marriage. Hopefully that effort produces better results.",1,neg
25687,286,What an insult to Olivia D'Abo who plays the film's heroine  Robin  to have Keanu Reeves appear so l,"What an insult to Olivia D'Abo who plays the film's heroine, Robin, to have Keanu Reeves appear so large on the box art of the film (and at least on recent reissues, to have only Reeves appear on the box), considering that she was the star. I realize that it is his name that will ultimately sell this long-forgotten After School Special, but at least give the woman some credit. <br /><br />Despite that, this has to be one of the worst teen sports-themed films that I have ever seen, and it strives very hard to add not only every teen and sports movie cliché from the class warfare between the feuding gymnasts to the teen romance. And, in striving to somehow deliver itself as an amateur alternative of Flashdance (with the music in one of the warehouse dance scenes is even quite close to Michael Sembello's notable 'Maniac' which was made famous by Flashdance, or was it the other way around?). It includes similar dance sequences and worse yet, even the 80s dance and sports traditions of corny dance-offs between the heroine and her antagonist(s), the one who doubts her successes and abilities on the team. We saw this in Trashin' (a vert ramp joust) and Rad (BMX dancing at the prom, although it wasn't much for competition, but rather for fun) for example. In fact, this movie is chock full of unrealistic corniness, such as the somewhat homo-erotic rolling in the clothes at the Salvation Army with Robin and her friend from the team.<br /><br />Nonetheless, the film is about a young girl who comes from a rather poor background. To top it off in a massive need to squeeze from audiences as much sympathy as possible, she lives with her ailing mother, her obnoxious sister, and her careless (and slightly abusive) stepfather. Needless to say, homelife is not so appealing. Add to the mix, a talent for gymnastics, but several obstacles to joining the team (including the nuisance of her arrogant, snobby teammates, and a coach who also eventually doubts her abilities to compete well). And, of course, we can't forget that she's got eyes for one of the pretty boy preppies who is dating one of the obnoxious teammates, nor that she doesn't have a steady boyfriend (although Keanu as Tommy later enters the picture). Could this kid be any more pathetic? And it seems that one mess after another comes along to embarrass herself in her painfully long, redundant, and clichéd quest to prove her worth to everyone.<br /><br />But, even the major moments of cheesiness which comprise most of the film, are hardly worth mentioning considering that the biggest distraction to this film is the horrible acting and dialog. (I like how the gym coach suddenly appears at the diner in the middle of the dance-off to scold the teammates). It makes episodes of 'Amazing Stories' look like Shakespeare.<br /><br />I imagine anyone able to locate this film and watch it these days is probably drawn to it mostly because of the nostalgic factor. For that you might be satisfied, but it is also an incredibly forced drama. So, Caveat Emptour.",1,neg
6428,12388,Oh  Yawn. Not another chick flick where the men are all pigs and the women will get even for the abu,"Oh, Yawn. Not another chick flick where the men are all pigs and the women will get even for the abuse they suffered. The only difference is that, in this film, everybody's a pig or has mush for brains. I hated this film for the moral issue of why it's right to send a man to prison for life for a murder he didn't commit. Is that a more immoral act than his abuse and deviousness. This movie shows all the situational ethics of bad writing. I saw it on the CBC's ""Best of Britain"" series. If this is Britain's best, no wonder the British film industry is in trouble.<br /><br />The only bright spot in this film was David Tennant, He plays his character as so despicable that I'm likely to spit on the next person who speaks with a Scottish accent. Kate Ashfield tries to play the victim but comes off in the end as immorally devious as David Tennant's character. They deserve each other.<br /><br />In the mush for brains category are the parents who see nothing wrong with the obviously psychotic Brendan. English policemen are made out to be so incompetent that they're unfit to give out traffic tickets. The British Policeman's Union should sue the makers of this film for defamation.<br /><br />This film isn't worth the electricity it takes to run your DVD to watch it.",3,neg
46282,410,I rented this film in DVD form without knowing anything at all about it  part of a winter marathon o,"I rented this film in DVD form without knowing anything at all about it, part of a winter marathon of watching a film every night. After several awful American action adventure films (Ballistic, Daredevil, Cradle of Life) Zhu Warriors struck me as brilliantly original filmmaking. The story is complete nonsense, but I found the film's sincerity, good- heartedness and complete lack of irony refreshing, and the film looks spectacular. Sure, the special effects are not technically as flawless as those produced by Hollywood, but the filmmakers wisely are more interested in color, composition and movement than realism and so many of the shots are breathtaking. In one shot, two of the superhuman characters stand on craggy spires of rock, a huge moon rising before them, the image perfectly balanced by the three elements. In another, a princess-warrior spires through the heavens behind her glowing sword like a heat-seeking missile. And the colors explode from shot to shot, used to express emotion rather than to represent reality.<br /><br />The characters have the same simplicity and directness of comic book characters, offering no great depth in themselves but referring to archtypes that resonate more deeply. Physically, several of the actors are astonishingly beautiful. They play their roles straight up, without irony or guile, and so are believable.<br /><br />Most strange of all, despite the clumsiness of plot and thin characterizations, I found myself very near tears at the end, moved by the beautiful simplicity of the actors and the wildly original, good-hearted vision of the director.<br /><br />",8,pos
47465,12381,A young woman who is a successful model  and is also engaged to be married  and who has twice attemp,"A young woman who is a successful model, and is also engaged to be married, and who has twice attempted suicide in the past, is chosen by a secretive and distant association of Catholic priests to be the next ""sentinel"" to the gateway to Hell, which apparently goes through a creepy old, but well maintained Brooklyn apartment building. Its tenants take the stairway up and can reincarnate themselves, but apparently can't escape as long as a sentinel is there to block the way. The previous one(John Carradine) is about dead, so she, by fate or whatever, becomes the next one, and the doomed must get her to kill herself in order for them to be free. Lots of interesting details lie under the surface, her relationship with her father, the stories of the doomed, her fiancé, so one can pass this off as cheap exploitation horror, but given the sets, the great cast, and overall level of bizarreness, this is definitely worth seeing.",8,pos
47786,12191,The Lady From Shanghai is weird even by the standards of its eminent director  Orson Welles  whose l,"The Lady From Shanghai is weird even by the standards of its eminent director, Orson Welles, whose last Hollywood film this was for many a moon. It's a kind of post-modern film noir made during the period when more conventional films of this type were quite popular, and it concerns a happy go lucky Irish sailor (played by Welles) who falls in with a mysterious lady (Rita Hayworth, who was married to Welles at the time), and her crippled, and probably impotent husband, played with a brainy, malevolent gusto by Everett Sloan. A long sea voyage follows, with Welles in tow as bodyguard, and the plot thickens when Sloan's law partner (Glenn Anders) turns up and starts making trouble by giving odd speeches about suicide and other morbid topics that suggest that the man is on the verge of mental breakdown. A murder plot ensues, and all sorts of calamities follow for Welles and his employers, and at this point the story, fuzzy and told at a leisurely pace thus far, goes off the deep end, and the last part of the film consists of brilliant directorial set-pieces that seem to have been thrown in to give the movie some of the drive and urgency its story does not, by itself, possess, and the result is a very watchable and often pleasing at all times incomprehensible mess.<br /><br />It's hard to know what Welles was trying to do with this film aside from maybe resurrect his career in Hollywood by making a vehicle for his wife. But self-destruction intervenes, as it often does with Welles, and Miss Hayworth has never looked less fetching. That she is also cast as a femme fatale seems peculiar, as aside from her beauty her most appealing trait as a screen personality was lovableness, a quality she does not possess in this picture. The director himself is strangely unappealing and hammy at O'Hara, the (presumably) easygoing sailor, since Welles, for all his many gifts, was not known as an easy man to work with. This is a role that twenty or thirty years later Sean Connery or Robert Shaw might have been able to breath life into. Welles does not. The most interesting performance in the movie is Glenn Anders' as Grisby, Sloan's loony, treacherous law partner. Anders works wonders with the part, and is photographed to look bizarre, while his scenes end on odd, sour notes, and are often choppily edited; but for all this he manages to make Grisby's derangement palpable and disturbing, and anticipates, in a genteel way, the more flamboyant Method actors of the fifties, such as Timothy Carey.<br /><br />There is a question that nags me about this film: what was Welles trying to say? He was a highly talented and intelligent man, and tended to make statements in his movies, which, whether one agrees with his world view or not, were brilliantly put forth. I think I have an answer, or a partial one: Welles was summing up his movie career. He had reached the end of his rope in the Hollywood studio system he despised, and he knew it. The Lady From Shanghai isn't exactly a nose-thumbing at the studio moguls of the day, but I suspect that it is, in its portrait of amoral, rival big shot lawyers (read: producers) expressing Welles' opinion of the power brokers of Hollywood. That he presented himself as a rootless sailor is telling. Welles himself was certainly an inveterate traveler, and he rarely lived in one place for long. He was hired by a studio to provide it with a big, prestigious film (Citizen Kane), which caused a firestorm of controversy from which he never fully recovered. This may be the issue that dares not speak its name in this film, which is to say Welles' personal failure in not getting over the shock of his newness in the movie colony, and his inability to deliver the goods, as promised. The mere fact of him turning up in Hollywood, like his mere presence in the film, could not forestall disasters well beyond his control. That he presented himself in the movie as an amiable, naive outsider shows a lack of self-knowledge on Welles' part. He was much more of an inside player than he let on, and I imagine that he despised his knowledge of the worldlier aspects of life, and himself for knowing so much.",7,pos
48907,7081,The story of this film is truly remarkable. A virus cut loose and only 1% of the human race survived,"The story of this film is truly remarkable. A virus cut loose and only 1% of the human race survived. The only thing we know now is that animals rule the land above and there are posters everywhere that say, ""The Twelve Monkeys did it."" Thats right, the human race had to hide underground from the sickness that had killed over 500 Billion people. Apparently animals do not contract this disease. Day by day the present scientist try to discover what type of sickness had caused this; how it was created; if nature did it or a mere human being had created it. All they know is that there is are a bunch of animals running around a city above them, the deaths began during 1996-1997, and twelve monkeys have something to do with it. (Or at least thats what the poster says.) So a current convict named James Cole (Bruce Willis) is sent as a ""volunteer"" to get some samples from above. After he does his ""volunteer"" work, he is asked to be sent back in time to the year 1996 to figure out what happened to the world. Cole accepts and the story of the Twelve Monkeys begin.<br /><br />Throughout the story the time machine gets the dates wrong quite a few times, from 1990, to some time during the 1950's. (In a middle of a war.) Throughout the time traveling back and forth, it starts to mess James up in the head and that twist the story up. The whole story is very well done and I would of gave it a higher grade if it wasn't for the ending. I personally didn't like the ending of the movie and I was very disappointed. I just was expecting a more explaining ending then what had happen, but it isn't everyone who thinks this way. So I gave it a 8, but if everyone had the same opinion as me I would give it a 6 or 7.<br /><br />For the whole acting of the film, I give it a A+. Bruce Willis is great for this role and he acts good, but Brad Pitt is completely 100% excellent. His acting is so great, he gets into the character so well. I never really cared for Brad Pitt in till I saw him in this and Fight Club. There characters or similar in this film, he is just a little more... insane in this film. So overall I think this film is completely worth checking out. For most people it's a great science fiction film, I just don't think it is a masterpiece.",8,pos
46867,11253,This is an extremely long movie  which means you may become very bored before it becomes interesting,"This is an extremely long movie, which means you may become very bored before it becomes interesting, but its length provides opportunity for its characters to find permanent attachment in your sympathies.<br /><br />If you are moved by the guilt of the loathsome you will find it particularly heart-wrenching, because it is a story that finds its heroes among the evil and the weak. If you can love a monster you'll cry for Magnus Pym, the spy who betrays everyone - notably his country, his friends and family - a man who has also been manipulated and moulded since childhood by those same people.<br /><br />There isn't one truly likeable character in the entire story, not one loyal, 'moral' personality to sympathise with. But watching the whole thing without the help of a tissue would be quite remarkable.<br /><br />I really enjoyed it in the end. Well worth it for people who like inciteful movies about baser human character.",9,pos
44911,1854,Having developed a critical eye for film  and a love for good cinema  I went to see Antwone Fisher w,"Having developed a critical eye for film, and a love for good cinema, I went to see Antwone Fisher with my breath symbolically held. While I am an unabashed fan of Denzel Washington - both of his skill as an actor and of his public persona; I am an honest enough fan to admit the (very few) times when he hasn't quite hit the mark in a film or two. And I could be wrong about those - after all, I am not an actor. But this was different - Denzel would pour his career's experience into, and guide, a film handling one of the most sensitive topics known to man - the abuse of a child. As his directorial debut, no less. And develop the film to point that it would successfully present the triumph of a man. I didn't want to be disappointed.<br /><br />And I wasn't.<br /><br />What I did see is a film full of promise that connected diverse audiences, and gave the inexperienced viewer a brief, but truthful eye into the life of a young man whose childhood was a living hell, but who triumphed despite it all. This film did it - and nary a dry eye of any color in the theatre proved it. It takes someone to know the topics in this film to know when truth is presented. It takes a talented filmmaker to tell you the story convincingly when you haven't experienced it. And if he can further draw an audience in, and cause an audience to emotionally respond, without pity, the filmmaker has done his job. In any film. Black, white, purple or polka dotted. That is what makes good cinema. Bravo, Denzel Washington, Derek Luke, Joy Bryant and most of all, Antwone Fisher - you have indeed won.",10,pos
7902,4120,Tedium as only the French can do it. I checked my watch for the first time 7 minutes in  and with 14,"Tedium as only the French can do it. I checked my watch for the first time 7 minutes in, and with 143 minutes left, I also considered walking out. I won't even try to discuss the incoherence of the ""plot"" or the inability of the characters to be personable because at about 1 hour in, I realized none of this mattered. It was not merely self-indulgent or pretentious, it was a vacuum. A soul-sucking vacuum. This film has no saving grace, no enjoyable character, nothing funny, and nothing sad. It isn't smart enough to be drama and there's no moment that's in the slightest bit farcical. The most intriguing thing about this movie is how it has managed to get mostly glowing and positive reviews. I was tricked by those reviews, but you don't have to be, gentle reader. All I want for Christmas is my three hours back.",1,neg
18600,6091,as can be read in many reviews here it is a movie you love or hate - apparently not so much space fo,"as can be read in many reviews here it is a movie you love or hate - apparently not so much space for opinions in between. I for one think that is a good sign. <br /><br />I always appreciated this movie, although the genre is not my typical style (I never watched Titanic for instance, and am not planning to).<br /><br />The English Patient grips because it shows how people can be different when they are in an exotic environment as opposed when they are 'home' (Katherine), it shows how destructive love can be in a slow, strong and utterly painful way, it excites because of the extremely passionate affair, the pain of the one(s) who leave behind, how pointless one can feel to move on. <br /><br />The photography is just stunning, not to mention the play of the actors. The pace is slow, but timely, and that does justice to the book, the timeline, and the depth/development of the characters. To put this in 110 minutes (as some seem to suggest here) would amputate the multi-layeredness of this movie. People tend to have difficulties with the pace of movies... as if they are in a rush to get to work.. hey - get a life ! ;-) enjoy...<br /><br />I give this movie 4.5 out of 5.",9,pos
8075,3825,This film was the one of the first  of the 70s women-in-prison film genre. This movie was incredibly,"This film was the one of the first, of the 70s women-in-prison film genre. This movie was incredibly violent, with lots of sadistic torture being inflicted on the inmates. The film takes place in the Phillipines, which looks like a horribly ugly country. No doubt, the producers used this factor to their advantage, to emphasize the gruesome situation that the prisoners were in.<br /><br />Blaxploitation movie queen Pam Grier, has the starring role in this movie. She plays Blossom, a renegade who gets thrown in the vile women's prison, on trumped-up charges. Her boyfriend, played by Sid Haig, tries to rescue Blossom. He and Blossom are part of a political guerrilla faction, and Blossom's incarceration was orchestrated by the corrupt, Phillipino government.<br /><br />Pam Grier and Sid Haig, stand-out amongst the otherwise lackluster cast. The film itself, put way too much emphasis on violence perpetrated against the prisoners. Their captors just used them solely as objects of their sadism. This got boring real fast. This movie could've used more interesting plot-lines, and subtlety. This is not one of Roger Corman's better pictures. The many women-in-prison films that followed this one, were much better all around. I'd recommend The Big Bird Cage, only to Pam Grier fans.",3,neg
8819,5382,I agree that this film wasted my time and my money. The poster mislead me to thinking it was a diffe,I agree that this film wasted my time and my money. The poster mislead me to thinking it was a different type of movie. I should have known given the unprofessional look of the poster. Someone should sue for false advertising.,4,neg
3500,8335,only if its the last thing yo do and your humour is evaporated should you ever attempt to watch this,"only if its the last thing yo do and your humour is evaporated should you ever attempt to watch this. If you do, watch it alone invite no one, they will never return to watch another movie with you. It might be an excellent tool for that very purpose, invite people you want to get rid of in your life.<br /><br />Apparently I need to write more about his film in order to qualify as a review. This is sweet irony for this film it really does sum it up perfectly. after wasting my time it wastes more of your time. IT does have a function I take it all back.<br /><br />I recommend this film, watch it, its provocative, really go ahead watch it.",1,neg
46136,11977,OK. Who brought the cheese. I love it. During it's run it became a phenomenon. The Anorexic Twins be,"OK. Who brought the cheese. I love it. During it's run it became a phenomenon. The Anorexic Twins became popular.Bob Saget started making a paycheck (Instead of his REALLY funny stand-up). And people knew who Dave Coulier was. This is when life was good and simple. This is one of the great American classics. It was humorous and always brought home a good lesson. And this is where I differ from the norm: I liked the last few seasons. Like Home Improvement, when children get older there are a lot more you can do with the script. This is why I dare say...It could have gone much later than it did. But anyway. I gave it an 8/10 because of its wholesome, funny story lines, and because of Bob Saget!",8,pos
771,9931,I have read the 28 most recent comments by various people regarding this movie and was surprised tha,"I have read the 28 most recent comments by various people regarding this movie and was surprised that no one mentioned the fact that the first victim, shown on the bed with the ""missing eyelids"", as the camera pans up and away from her face, blinks! Yes, BLINKS! I recorded it as it came on HBO this past weekend and when I saw this I literally had to replay it several times, focusing on one eye at a time to make sure that I was not seeing things! Of course, after that, it was hard to take the movie seriously although there were a few interesting and intense scenes with Julian Sands. Very disappointed and give it a 4 mostly due to the fact that the 1st victim blinks in one of the last frames as the camera pulls away from the body/face. Too bad.",4,neg
